locus_tag	ftype	length_bp	gene	EC_number	COG	product
Shinsuense_00260	CDS	1665	jefA			Drug efflux pump JefA
Shinsuense_00261	gene	636	clpP2			
Shinsuense_00261	CDS	636	clpP2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
Shinsuense_00262	gene	597	clpP1			
Shinsuense_00262	CDS	597	clpP1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
Shinsuense_00263	gene	1455	tig			
Shinsuense_00263	CDS	1455	tig	5.2.1.8	COG0544	Trigger factor
Shinsuense_00264	gene	77				
Shinsuense_00264	tRNA	77				tRNA-Pro(tgg)
Shinsuense_00265	gene	74				
Shinsuense_00265	tRNA	74				tRNA-Gly(tcc)
Shinsuense_00266	gene	1185	estB			
Shinsuense_00266	CDS	1185	estB	3.1.1.-	COG1680	Esterase EstB
Shinsuense_00267	gene	297				
Shinsuense_00267	CDS	297				hypothetical protein
Shinsuense_00268	gene	807	nei1			
Shinsuense_00268	CDS	807	nei1	3.2.2.-	COG0266	Endonuclease 8 1
Shinsuense_00269	gene	480	rpiB			
Shinsuense_00269	CDS	480	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
Shinsuense_00270	gene	1371	dctA			
Shinsuense_00270	CDS	1371	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
Shinsuense_00271	gene	624				
Shinsuense_00271	CDS	624				Thioredoxin-like reductase
Shinsuense_00272	gene	1692				
Shinsuense_00272	CDS	1692				hypothetical protein
Shinsuense_00273	gene	2616	pepN_1			
Shinsuense_00273	CDS	2616	pepN_1	3.4.11.2		Aminopeptidase N
Shinsuense_00274	gene	468				
Shinsuense_00274	CDS	468				putative protein
Shinsuense_00275	gene	234				
Shinsuense_00275	CDS	234				hypothetical protein
Shinsuense_00276	gene	642				
Shinsuense_00276	CDS	642				hypothetical protein
Shinsuense_00277	gene	96				
Shinsuense_00277	tRNA	96				tRNA-Arg(ccg)
Shinsuense_00278	gene	1170	plcB_2			
Shinsuense_00278	CDS	1170	plcB_2	3.1.4.3	COG3511	Phospholipase C 2
Shinsuense_00279	gene	1740	choD_1			
Shinsuense_00279	CDS	1740	choD_1	1.1.3.6	COG2303	Cholesterol oxidase
Shinsuense_00280	gene	948	mdtD_2			
Shinsuense_00280	CDS	948	mdtD_2			Putative multidrug resistance protein MdtD
Shinsuense_00281	gene	546	ribZ			
Shinsuense_00281	CDS	546	ribZ			Riboflavin transporter RibZ
Shinsuense_00282	gene	1959				
Shinsuense_00282	CDS	1959				hypothetical protein
Shinsuense_00283	gene	663				
Shinsuense_00283	CDS	663				hypothetical protein
Shinsuense_00284	gene	417				
Shinsuense_00284	CDS	417				hypothetical protein
Shinsuense_00285	gene	4839	gdh			
Shinsuense_00285	CDS	4839	gdh	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
Shinsuense_00286	gene	180				
Shinsuense_00286	CDS	180				hypothetical protein
Shinsuense_00287	gene	1677	ettA_1			
Shinsuense_00287	CDS	1677	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
Shinsuense_00288	gene	519				
Shinsuense_00288	CDS	519				Single-stranded DNA-binding protein
Shinsuense_00289	gene	219				
Shinsuense_00289	CDS	219				hypothetical protein
Shinsuense_00290	gene	930				
Shinsuense_00290	CDS	930				hypothetical protein
Shinsuense_00291	gene	1065	plsB_1			
Shinsuense_00291	CDS	1065	plsB_1	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
Shinsuense_00292	gene	1182	plsB_2			
Shinsuense_00292	CDS	1182	plsB_2	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
Shinsuense_00293	gene	1926				
Shinsuense_00293	CDS	1926				hypothetical protein
Shinsuense_00294	gene	1464				
Shinsuense_00294	CDS	1464		2.3.1.20		Putative diacyglycerol O-acyltransferase
Shinsuense_00295	gene	153				
Shinsuense_00295	CDS	153				hypothetical protein
Shinsuense_00296	gene	1254				
Shinsuense_00296	CDS	1254				hypothetical protein
Shinsuense_00297	gene	77				
Shinsuense_00297	tRNA	77				tRNA-Arg(tct)
Shinsuense_00298	gene	627				
Shinsuense_00298	CDS	627				hypothetical protein
Shinsuense_00299	gene	321				
Shinsuense_00299	CDS	321				hypothetical protein
Shinsuense_00300	gene	1476	cobQ			
Shinsuense_00300	CDS	1476	cobQ		COG1492	Cobyric acid synthase
Shinsuense_00301	gene	306				
Shinsuense_00301	CDS	306				hypothetical protein
Shinsuense_00302	gene	870	mmaA2_1			
Shinsuense_00302	CDS	870	mmaA2_1	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase MmaA2
Shinsuense_00303	gene	1170	bkdC			
Shinsuense_00303	CDS	1170	bkdC	2.3.1.168	COG0508	Dihydrolipoyllysine-residue acyltransferase component of branched-chain alpha-ketoacid dehydrogenase complex
Shinsuense_00304	gene	1047	bkdB			
Shinsuense_00304	CDS	1047	bkdB	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
Shinsuense_00305	gene	852	bkdA			
Shinsuense_00305	CDS	852	bkdA	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
Shinsuense_00306	gene	126				
Shinsuense_00306	CDS	126				hypothetical protein
Shinsuense_00307	gene	822	citE			
Shinsuense_00307	CDS	822	citE	4.1.-.-	COG2301	Citrate lyase subunit beta-like protein
Shinsuense_00308	gene	507	paaZ			
Shinsuense_00308	CDS	507	paaZ		COG2030	Bifunctional protein PaaZ
Shinsuense_00309	gene	1167	mmgC_1			
Shinsuense_00309	CDS	1167	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Shinsuense_00310	gene	2010	accA1_1			
Shinsuense_00310	CDS	2010	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
Shinsuense_00311	gene	1581				
Shinsuense_00311	CDS	1581		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
Shinsuense_00312	gene	648	scoB			
Shinsuense_00312	CDS	648	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
Shinsuense_00313	gene	747	scoA			
Shinsuense_00313	CDS	747	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
Shinsuense_00314	gene	1644	fadD3_1			
Shinsuense_00314	CDS	1644	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
Shinsuense_00315	gene	636	slmA			
Shinsuense_00315	CDS	636	slmA			Nucleoid occlusion factor SlmA
Shinsuense_00316	gene	792				
Shinsuense_00316	CDS	792				hypothetical protein
Shinsuense_00317	gene	1329				
Shinsuense_00317	CDS	1329				hypothetical protein
Shinsuense_00318	gene	807				
Shinsuense_00318	CDS	807				hypothetical protein
Shinsuense_00319	gene	1608				
Shinsuense_00319	CDS	1608				hypothetical protein
Shinsuense_00320	gene	648	orn			
Shinsuense_00320	CDS	648	orn	3.1.-.-	COG1949	Oligoribonuclease
Shinsuense_00321	gene	76				
Shinsuense_00321	tRNA	76				tRNA-His(gtg)
Shinsuense_00322	gene	702				
Shinsuense_00322	CDS	702				hypothetical protein
Shinsuense_00323	gene	600				
Shinsuense_00323	CDS	600				hypothetical protein
Shinsuense_00324	gene	870	mlaE_1			
Shinsuense_00324	CDS	870	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
Shinsuense_00325	gene	864	mlaE_2			
Shinsuense_00325	CDS	864	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
Shinsuense_00326	gene	1461				
Shinsuense_00326	CDS	1461				hypothetical protein
Shinsuense_00327	gene	1056				
Shinsuense_00327	CDS	1056				hypothetical protein
Shinsuense_00328	gene	1056				
Shinsuense_00328	CDS	1056				hypothetical protein
Shinsuense_00329	gene	1116				
Shinsuense_00329	CDS	1116				hypothetical protein
Shinsuense_00330	gene	1206				
Shinsuense_00330	CDS	1206				hypothetical protein
Shinsuense_00331	gene	1251				
Shinsuense_00331	CDS	1251				hypothetical protein
Shinsuense_00332	gene	687				
Shinsuense_00332	CDS	687				hypothetical protein
Shinsuense_00333	gene	780				
Shinsuense_00333	CDS	780				hypothetical protein
Shinsuense_00334	gene	1200	ldtB			
Shinsuense_00334	CDS	1200	ldtB	2.3.2.-	COG1376	L,D-transpeptidase 2
Shinsuense_00335	gene	138				
Shinsuense_00335	CDS	138				hypothetical protein
Shinsuense_00336	gene	74				
Shinsuense_00336	tRNA	74				tRNA-Lys(ctt)
Shinsuense_00337	gene	582				
Shinsuense_00337	CDS	582				HTH-type transcriptional repressor
Shinsuense_00338	gene	885				
Shinsuense_00338	CDS	885				hypothetical protein
Shinsuense_00339	gene	330				
Shinsuense_00339	CDS	330				hypothetical protein
Shinsuense_00340	gene	1338				
Shinsuense_00340	CDS	1338				hypothetical protein
Shinsuense_00341	gene	228				
Shinsuense_00341	CDS	228				hypothetical protein
Shinsuense_00342	gene	474	bcp			
Shinsuense_00342	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
Shinsuense_00343	gene	1326	dapE_1			
Shinsuense_00343	CDS	1326	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
Shinsuense_00344	gene	1143				
Shinsuense_00344	CDS	1143				hypothetical protein
Shinsuense_00345	gene	657	degU			
Shinsuense_00345	CDS	657	degU		COG2197	Transcriptional regulatory protein DegU
Shinsuense_00346	gene	873				
Shinsuense_00346	CDS	873				hypothetical protein
Shinsuense_00347	gene	984				
Shinsuense_00347	CDS	984				hypothetical protein
Shinsuense_00348	gene	393	acpS			
Shinsuense_00348	CDS	393	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
Shinsuense_00349	gene	9213				
Shinsuense_00349	CDS	9213				hypothetical protein
Shinsuense_00350	gene	702				
Shinsuense_00350	CDS	702		3.2.1.17		Putative peptidoglycan hydrolase
Shinsuense_00351	gene	1143	yeaW			
Shinsuense_00351	CDS	1143	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
Shinsuense_00352	gene	1491	geoB_1			
Shinsuense_00352	CDS	1491	geoB_1	1.2.1.86		Geranial dehydrogenase
Shinsuense_00353	gene	264				
Shinsuense_00353	CDS	264				hypothetical protein
Shinsuense_00354	gene	537				
Shinsuense_00354	CDS	537				hypothetical protein
Shinsuense_00355	gene	660				
Shinsuense_00355	CDS	660				hypothetical protein
Shinsuense_00356	gene	1221	mycG			
Shinsuense_00356	CDS	1221	mycG	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
Shinsuense_00357	gene	207				
Shinsuense_00357	CDS	207				hypothetical protein
Shinsuense_00358	gene	1482	bmr3			
Shinsuense_00358	CDS	1482	bmr3			Multidrug resistance protein 3
Shinsuense_00359	gene	246				
Shinsuense_00359	CDS	246				hypothetical protein
Shinsuense_00360	gene	1128	kshA_1			
Shinsuense_00360	CDS	1128	kshA_1	1.14.15.30		3-ketosteroid-9-alpha-monooxygenase, oxygenase component
Shinsuense_00361	gene	192				
Shinsuense_00361	CDS	192				hypothetical protein
Shinsuense_00362	gene	2406				
Shinsuense_00362	CDS	2406		2.8.3.-	COG1804	putative CoA-transferase
Shinsuense_00363	gene	72				
Shinsuense_00363	tRNA	72				tRNA-Gly(gcc)
Shinsuense_00364	gene	621				
Shinsuense_00364	CDS	621				hypothetical protein
Shinsuense_00365	gene	1266				
Shinsuense_00365	CDS	1266		1.14.-.-	COG2124	Putative cytochrome P450 138
Shinsuense_00366	gene	162				
Shinsuense_00366	CDS	162				hypothetical protein
Shinsuense_00367	gene	744	mdtD_3			
Shinsuense_00367	CDS	744	mdtD_3			Putative multidrug resistance protein MdtD
Shinsuense_00368	gene	456				
Shinsuense_00368	CDS	456				hypothetical protein
Shinsuense_00369	gene	357				
Shinsuense_00369	CDS	357				hypothetical protein
Shinsuense_00370	gene	450	fgd_1			
Shinsuense_00370	CDS	450	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Shinsuense_00371	gene	1056				
Shinsuense_00371	CDS	1056		1.3.99.-		Acyl-CoA dehydrogenase FadE27
Shinsuense_00372	gene	987				
Shinsuense_00372	CDS	987		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
Shinsuense_00373	gene	138				
Shinsuense_00373	CDS	138				hypothetical protein
Shinsuense_00374	gene	1014				
Shinsuense_00374	CDS	1014		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
Shinsuense_00375	gene	303				
Shinsuense_00375	CDS	303				hypothetical protein
Shinsuense_00376	gene	804				
Shinsuense_00376	CDS	804				HTH-type transcriptional repressor
Shinsuense_00377	gene	897	paaF_1			
Shinsuense_00377	CDS	897	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
Shinsuense_00378	gene	675				
Shinsuense_00378	CDS	675				hypothetical protein
Shinsuense_00379	gene	819	paaG_1			
Shinsuense_00379	CDS	819	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
Shinsuense_00380	gene	813	dpgD_1			
Shinsuense_00380	CDS	813	dpgD_1	4.2.1.17		Enoyl-CoA-hydratase
Shinsuense_00381	gene	816	dpgD_2			
Shinsuense_00381	CDS	816	dpgD_2	4.2.1.17		Enoyl-CoA-hydratase
Shinsuense_00382	gene	1482	menE_1			
Shinsuense_00382	CDS	1482	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
Shinsuense_00383	gene	1599	lcfB_1			
Shinsuense_00383	CDS	1599	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
Shinsuense_00384	gene	876	menE_2			
Shinsuense_00384	CDS	876	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
Shinsuense_00385	gene	522	lcfB_2			
Shinsuense_00385	CDS	522	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
Shinsuense_00386	gene	366				
Shinsuense_00386	CDS	366				putative protein
Shinsuense_00387	gene	714	mcbR_1			
Shinsuense_00387	CDS	714	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
Shinsuense_00388	gene	1194	mmgC_2			
Shinsuense_00388	CDS	1194	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Shinsuense_00389	gene	942	mct			
Shinsuense_00389	CDS	942	mct	5.4.1.3	COG1804	2-methylfumaryl-CoA isomerase
Shinsuense_00390	gene	291				
Shinsuense_00390	CDS	291				hypothetical protein
Shinsuense_00391	gene	1224	thlA_1			
Shinsuense_00391	CDS	1224	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
Shinsuense_00392	gene	747	fabG2_1			
Shinsuense_00392	CDS	747	fabG2_1	1.-.-.-		putative oxidoreductase
Shinsuense_00393	gene	1164	carC_1			
Shinsuense_00393	CDS	1164	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
Shinsuense_00394	gene	732				
Shinsuense_00394	CDS	732				hypothetical protein
Shinsuense_00395	gene	1740	irtB			
Shinsuense_00395	CDS	1740	irtB	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
Shinsuense_00396	gene	2625	irtA			
Shinsuense_00396	CDS	2625	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
Shinsuense_00397	gene	86				
Shinsuense_00397	tRNA	86				tRNA-Leu(tag)
Shinsuense_00398	gene	393				
Shinsuense_00398	CDS	393				hypothetical protein
Shinsuense_00399	gene	363				
Shinsuense_00399	CDS	363				putative protein
Shinsuense_00400	gene	612				
Shinsuense_00400	CDS	612		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
Shinsuense_00401	gene	525				
Shinsuense_00401	CDS	525				hypothetical protein
Shinsuense_00402	gene	780	rph			
Shinsuense_00402	CDS	780	rph	2.7.7.56	COG0689	Ribonuclease PH
Shinsuense_00403	gene	768				
Shinsuense_00403	CDS	768			COG1234	putative protein
Shinsuense_00404	gene	732				
Shinsuense_00404	CDS	732				hypothetical protein
Shinsuense_00405	gene	492				
Shinsuense_00405	CDS	492				hypothetical protein
Shinsuense_00406	gene	1866	aceE_1			
Shinsuense_00406	CDS	1866	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
Shinsuense_00407	gene	489	asnC_2			
Shinsuense_00407	CDS	489	asnC_2		COG1522	Regulatory protein AsnC
Shinsuense_00408	gene	501				
Shinsuense_00408	CDS	501				hypothetical protein
Shinsuense_00409	gene	438				
Shinsuense_00409	CDS	438				hypothetical protein
Shinsuense_00410	gene	768	mlaE_3			
Shinsuense_00410	CDS	768	mlaE_3		COG0767	Intermembrane phospholipid transport system permease protein MlaE
Shinsuense_00411	gene	855				
Shinsuense_00411	CDS	855				hypothetical protein
Shinsuense_00412	gene	1461				
Shinsuense_00412	CDS	1461				hypothetical protein
Shinsuense_00413	gene	1032				
Shinsuense_00413	CDS	1032				hypothetical protein
Shinsuense_00414	gene	1317				
Shinsuense_00414	CDS	1317				hypothetical protein
Shinsuense_00415	gene	1332				
Shinsuense_00415	CDS	1332				hypothetical protein
Shinsuense_00416	gene	1146	lprN_1			
Shinsuense_00416	CDS	1146	lprN_1			Lipoprotein LprN
Shinsuense_00417	gene	1458				
Shinsuense_00417	CDS	1458				hypothetical protein
Shinsuense_00418	gene	732				
Shinsuense_00418	CDS	732				hypothetical protein
Shinsuense_00419	gene	816	murI			
Shinsuense_00419	CDS	816	murI	5.1.1.3	COG0796	Glutamate racemase
Shinsuense_00420	gene	669				
Shinsuense_00420	CDS	669				hypothetical protein
Shinsuense_00421	gene	273	cysO			
Shinsuense_00421	CDS	273	cysO		COG1977	Sulfur carrier protein CysO
Shinsuense_00422	gene	462	mec			
Shinsuense_00422	CDS	462	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
Shinsuense_00423	gene	1089				
Shinsuense_00423	CDS	1089		3.4.11.-	COG3191	putative aminopeptidase
Shinsuense_00424	gene	588				
Shinsuense_00424	CDS	588				putative protein
Shinsuense_00425	gene	306	clpS			
Shinsuense_00425	CDS	306	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
Shinsuense_00426	gene	1317	pncB1			
Shinsuense_00426	CDS	1317	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
Shinsuense_00427	gene	2022	dinG_1			
Shinsuense_00427	CDS	2022	dinG_1	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
Shinsuense_00428	gene	2604	glgP			
Shinsuense_00428	CDS	2604	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
Shinsuense_00429	gene	2094	glgE			
Shinsuense_00429	CDS	2094	glgE	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
Shinsuense_00430	gene	2196	glgB			
Shinsuense_00430	CDS	2196	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
Shinsuense_00431	gene	783				
Shinsuense_00431	CDS	783			COG3118	putative protein
Shinsuense_00432	gene	1182				
Shinsuense_00432	CDS	1182		2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
Shinsuense_00433	gene	468	epi			
Shinsuense_00433	CDS	468	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
Shinsuense_00434	gene	255				
Shinsuense_00434	CDS	255				putative protein
Shinsuense_00435	gene	672	nucS			
Shinsuense_00435	CDS	672	nucS	3.1.-.-	COG1637	Endonuclease NucS
Shinsuense_00436	gene	1653				
Shinsuense_00436	CDS	1653			COG2114	putative protein
Shinsuense_00437	gene	1419				
Shinsuense_00437	CDS	1419			COG2114	putative protein
Shinsuense_00438	gene	1620				
Shinsuense_00438	CDS	1620			COG2114	putative protein
Shinsuense_00439	gene	1518	alkA			
Shinsuense_00439	CDS	1518	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
Shinsuense_00440	gene	519	ogt			
Shinsuense_00440	CDS	519	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
Shinsuense_00441	gene	76				
Shinsuense_00441	rRNA	76				5S ribosomal RNA (partial)
Shinsuense_00442	gene	3097				
Shinsuense_00442	rRNA	3097				23S ribosomal RNA
Shinsuense_00443	gene	1528				
Shinsuense_00443	rRNA	1528				16S ribosomal RNA
Shinsuense_00444	gene	1239	murA			
Shinsuense_00444	CDS	1239	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Shinsuense_00445	gene	594				
Shinsuense_00445	CDS	594		2.5.1.17	COG2096	Corrinoid adenosyltransferase
Shinsuense_00446	gene	432				
Shinsuense_00446	CDS	432				putative protein
Shinsuense_00447	gene	366	atpC			
Shinsuense_00447	CDS	366	atpC		COG0355	ATP synthase epsilon chain
Shinsuense_00448	gene	1452	atpD			
Shinsuense_00448	CDS	1452	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
Shinsuense_00449	gene	915	atpG			
Shinsuense_00449	CDS	915	atpG		COG0224	ATP synthase gamma chain
Shinsuense_00450	gene	1650	atpA			
Shinsuense_00450	CDS	1650	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
Shinsuense_00451	gene	1338	atpFH			
Shinsuense_00451	CDS	1338	atpFH		COG0711	ATP synthase subunit b-delta
Shinsuense_00452	gene	513	atpF			
Shinsuense_00452	CDS	513	atpF		COG0711	ATP synthase subunit b
Shinsuense_00453	gene	246	atpH			
Shinsuense_00453	CDS	246	atpH			ATP synthase subunit c
Shinsuense_00454	gene	753	atpB			
Shinsuense_00454	CDS	753	atpB		COG0356	ATP synthase subunit a
Shinsuense_00455	gene	471				
Shinsuense_00455	CDS	471				putative protein
Shinsuense_00456	gene	1182	wecA			
Shinsuense_00456	CDS	1182	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
Shinsuense_00457	gene	651				
Shinsuense_00457	CDS	651		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
Shinsuense_00458	gene	849	prmC_1			
Shinsuense_00458	CDS	849	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
Shinsuense_00459	gene	1074	prfA			
Shinsuense_00459	CDS	1074	prfA		COG0216	Peptide chain release factor 1
Shinsuense_00460	gene	246	rpmE			
Shinsuense_00460	CDS	246	rpmE		COG0254	50S ribosomal protein L31
Shinsuense_00461	gene	1866	rho			
Shinsuense_00461	CDS	1866	rho	3.6.4.-	COG1158	Transcription termination factor Rho
Shinsuense_00462	gene	945	thrB			
Shinsuense_00462	CDS	945	thrB	2.7.1.39	COG0083	Homoserine kinase
Shinsuense_00463	gene	1083	thrC			
Shinsuense_00463	CDS	1083	thrC	4.2.3.1	COG0498	Threonine synthase
Shinsuense_00464	gene	1326	hom			
Shinsuense_00464	CDS	1326	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
Shinsuense_00465	gene	1419	lysA			
Shinsuense_00465	CDS	1419	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
Shinsuense_00466	gene	1653	argS			
Shinsuense_00466	CDS	1653	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
